0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,3.0,10000.0,252.0,316.0,144.0,368.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,4.0,1000.0,40.0,72.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,5.0,1000.0,84.0,56.0,44.0,88.0,0.0,0.0,0.0,0.0,0.0
3.0,10.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,3.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,4.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,4.0,4.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,4.0,5.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,4.0,6.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,5.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,5.0,5.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,6.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,7.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,3.0,3.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,4.0,4.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
