0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,3.0,300.0,26.0,25.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,3.0,100.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2.0,6.0,3.0,100.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,7.0,3.0,100.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,3.0,2200.0,336.0,326.0,233.0,206.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,5.0,1000.0,158.0,188.0,174.0,161.0,0.0,0.0,0.0,0.0,0.0
3.0,4.0,3.0,1000.0,91.0,78.0,67.0,62.0,0.0,0.0,0.0,0.0,0.0
3.0,4.0,5.0,300.0,39.0,38.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,3.0,2000.0,172.0,149.0,65.0,55.0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,3.0,1000.0,21.0,21.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0
5.0,3.0,3.0,2100.0,109.0,102.0,30.0,38.0,0.0,0.0,0.0,0.0,0.0
5.0,4.0,3.0,1000.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,3.0,3.0,2000.0,67.0,60.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
6.0,4.0,3.0,1000.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,3.0,3.0,2000.0,21.0,35.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
7.0,4.0,3.0,1000.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,3.0,3.0,1000.0,12.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
10.0,3.0,3.0,2210.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.0,3.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
